,person,project,time_start,time_end,duration
1701,Gandalf,Project c,2012-08-18T13:30:33Z,2012-08-18T17:30:33Z,4
1702,Gandalf,Project c,2012-08-19T11:36:18Z,2012-08-19T15:36:18Z,4
1703,Gandalf,Project b,2012-08-24T20:29:51Z,2012-08-25T04:29:51Z,8
1704,Gandalf,Project b,2012-08-29T15:34:49Z,2012-08-29T18:34:49Z,3
1705,Gandalf,Project b,2012-08-29T20:38:38Z,2012-08-29T21:38:38Z,1
1706,Gandalf,Project b,2012-08-30T09:04:22Z,2012-08-30T17:04:22Z,8
1707,Gandalf,Project c,2012-09-01T05:15:53Z,2012-09-01T13:15:53Z,8
1708,Gandalf,Project c,2012-09-02T03:21:38Z,2012-09-02T11:21:38Z,8
1709,Gandalf,Project c,2012-09-04T20:43:39Z,2012-09-04T22:43:39Z,2
1710,Gandalf,Project b,2012-09-04T22:34:08Z,2012-09-05T00:34:08Z,2
1711,Gandalf,Project c,2012-09-05T01:19:51Z,2012-09-05T05:19:51Z,4
1712,Gandalf,Project c,2012-09-05T05:00:48Z,2012-09-05T07:00:48Z,2
1713,Gandalf,Project b,2012-09-05T08:41:46Z,2012-09-05T10:41:46Z,2
1714,Gandalf,Project c,2012-09-05T20:39:53Z,2012-09-05T22:39:53Z,2
1715,Gandalf,Project c,2012-09-05T23:25:36Z,2012-09-06T03:25:36Z,4
1716,Gandalf,Project c,2012-09-06T16:55:09Z,2012-09-06T20:55:09Z,4
1717,Gandalf,Project c,2012-09-07T15:00:54Z,2012-09-07T17:00:54Z,2
1718,Gandalf,Project b,2012-09-07T16:51:23Z,2012-09-07T18:51:23Z,2
1719,Gandalf,Project c,2012-09-08T14:01:54Z,2012-09-08T22:01:54Z,8
1720,Gandalf,Project c,2012-09-11T08:19:09Z,2012-09-11T16:19:09Z,8
1721,Gandalf,Project c,2012-09-12T06:24:55Z,2012-09-12T08:24:55Z,2
1722,Gandalf,Project c,2012-09-13T04:30:40Z,2012-09-13T12:30:40Z,8
1723,Gandalf,Project c,2012-09-14T02:36:25Z,2012-09-14T10:36:25Z,8
1724,Gandalf,Project c,2012-09-15T00:42:10Z,2012-09-15T06:42:10Z,6
1725,Gandalf,Project a,2012-09-15T00:42:10Z,2012-09-15T02:42:10Z,2
1726,Gandalf,Project b,2012-09-15T04:23:08Z,2012-09-15T05:23:08Z,1
1727,Gandalf,Project c,2012-09-15T06:13:36Z,2012-09-15T07:13:36Z,1
1728,Gandalf,Project b,2012-09-18T00:30:52Z,2012-09-18T01:30:52Z,1
1729,Gandalf,Project b,2012-09-19T15:10:56Z,2012-09-19T19:10:56Z,4
1730,Gandalf,Project c,2012-09-19T20:42:22Z,2012-09-19T23:42:22Z,3
1731,Gandalf,Project c,2012-09-21T10:27:12Z,2012-09-21T13:27:12Z,3
1732,Gandalf,Project c,2012-09-21T15:58:38Z,2012-09-21T19:58:38Z,4
1733,Gandalf,Project c,2012-09-24T05:39:42Z,2012-09-24T13:39:42Z,8
1734,Gandalf,Project b,2012-09-25T03:45:27Z,2012-09-25T07:45:27Z,4
1735,Gandalf,Project b,2012-09-26T03:41:41Z,2012-09-26T05:41:41Z,2
1736,Gandalf,Project a,2012-09-30T16:19:58Z,2012-09-30T18:19:58Z,2
1737,Gandalf,Project c,2012-09-30T17:15:12Z,2012-10-01T01:15:12Z,8
1738,Gandalf,Project c,2012-10-01T14:25:43Z,2012-10-01T18:25:43Z,4
1739,Gandalf,Project b,2012-10-01T18:06:40Z,2012-10-01T22:06:40Z,4
1740,Gandalf,Project a,2012-10-01T21:47:38Z,2012-10-01T23:47:38Z,2
1741,Gandalf,Project c,2012-10-02T12:31:28Z,2012-10-02T16:31:28Z,4
1742,Gandalf,Project c,2012-10-02T16:12:26Z,2012-10-02T18:12:26Z,2
1743,Gandalf,Project b,2012-10-04T10:33:27Z,2012-10-04T12:33:27Z,2
1744,Gandalf,Project b,2012-10-15T09:52:00Z,2012-10-15T11:52:00Z,2
1745,Gandalf,Project c,2012-10-17T06:03:31Z,2012-10-17T10:03:31Z,4
1746,Gandalf,Project c,2012-10-21T03:02:43Z,2012-10-21T05:02:43Z,2
1747,Gandalf,Project c,2012-10-21T23:18:00Z,2012-10-22T01:18:00Z,2
1748,Gandalf,Project c,2012-10-22T23:14:14Z,2012-10-23T03:14:14Z,4
1749,Gandalf,Project a,2012-10-23T17:39:01Z,2012-10-23T19:39:01Z,2
1750,Gandalf,Project c,2012-10-24T16:40:01Z,2012-10-24T18:40:01Z,2
1751,Gandalf,Project c,2012-10-25T00:57:10Z,2012-10-25T02:57:10Z,2
1752,Gandalf,Project c,2012-10-26T14:42:00Z,2012-10-26T16:42:00Z,2
1753,Gandalf,Project b,2012-10-29T08:59:15Z,2012-10-29T12:59:15Z,4
1754,Gandalf,Project c,2012-10-30T03:24:03Z,2012-10-30T07:24:03Z,4
1755,Gandalf,Project c,2012-11-01T21:41:18Z,2012-11-02T03:41:18Z,6
1756,Gandalf,Project c,2012-11-02T23:28:01Z,2012-11-03T01:28:01Z,2
1757,Gandalf,Project c,2012-11-03T17:52:49Z,2012-11-03T23:52:49Z,6
1758,Gandalf,Project c,2012-11-04T15:58:34Z,2012-11-04T21:58:34Z,6
1759,Gandalf,Project c,2012-11-05T14:04:19Z,2012-11-05T16:04:19Z,2
1760,Gandalf,Project b,2012-11-08T07:26:20Z,2012-11-08T09:26:20Z,2
1761,Gandalf,Project c,2012-11-08T09:16:49Z,2012-11-08T15:16:49Z,6
1762,Gandalf,Project c,2012-11-09T05:32:05Z,2012-11-09T09:32:05Z,4
1763,Gandalf,Project c,2012-11-09T09:13:03Z,2012-11-09T13:13:03Z,4
1764,Gandalf,Project c,2012-11-11T02:38:50Z,2012-11-11T04:38:50Z,2
1765,Gandalf,Project c,2012-11-11T09:05:31Z,2012-11-11T11:05:31Z,2
1766,Gandalf,Project a,2012-11-12T01:39:50Z,2012-11-12T03:39:50Z,2
1767,Gandalf,Project c,2012-11-14T23:38:03Z,2012-11-15T03:38:03Z,4
1768,Gandalf,Project b,2012-11-16T19:49:33Z,2012-11-16T21:49:33Z,2
1769,Gandalf,Project c,2012-11-17T13:19:06Z,2012-11-17T15:19:06Z,2
1770,Gandalf,Project b,2012-11-17T17:55:18Z,2012-11-17T19:55:18Z,2
1771,Gandalf,Project c,2012-11-18T11:24:51Z,2012-11-18T15:24:51Z,4
1772,Gandalf,Project c,2012-11-18T16:01:03Z,2012-11-18T20:01:03Z,4
1773,Gandalf,Project c,2012-11-22T04:43:06Z,2012-11-22T06:43:06Z,2
1774,Gandalf,Project c,2012-11-22T07:28:49Z,2012-11-22T12:28:49Z,5
1775,Gandalf,Project c,2012-11-24T01:49:51Z,2012-11-24T03:49:51Z,2
1776,Gandalf,Project c,2012-11-28T14:28:08Z,2012-11-28T15:28:08Z,1
1777,Gandalf,Project c,2012-11-28T19:04:20Z,2012-11-28T20:04:20Z,1
1778,Gandalf,Project a,2012-11-29T12:33:53Z,2012-11-29T15:33:53Z,3
1779,Gandalf,Project c,2012-11-30T14:20:36Z,2012-11-30T16:20:36Z,2
1780,Gandalf,Project a,2012-12-01T11:31:07Z,2012-12-01T15:31:07Z,4
1781,Gandalf,Project b,2012-12-04T08:34:05Z,2012-12-04T10:34:05Z,2
1782,Gandalf,Project c,2012-12-05T01:08:24Z,2012-12-05T02:08:24Z,1
1783,Gandalf,Project c,2012-12-05T02:03:39Z,2012-12-05T04:03:39Z,2
1784,Gandalf,Project b,2012-12-10T16:28:38Z,2012-12-10T19:28:38Z,3
1785,Gandalf,Project c,2012-12-10T19:14:21Z,2012-12-10T21:14:21Z,2
1786,Gandalf,Project c,2012-12-11T11:48:40Z,2012-12-11T13:48:40Z,2
1787,Gandalf,Project b,2012-12-11T18:15:21Z,2012-12-11T20:15:21Z,2
1788,Gandalf,Project c,2012-12-13T08:00:11Z,2012-12-13T16:00:11Z,8
1789,Gandalf,Project b,2012-12-18T04:00:23Z,2012-12-18T06:00:23Z,2
1790,Gandalf,Project a,2012-12-19T19:08:04Z,2012-12-19T21:08:04Z,2
1791,Gandalf,Project a,2012-12-19T23:16:39Z,2012-12-20T02:16:39Z,3
1792,Gandalf,Project a,2012-12-20T16:46:12Z,2012-12-20T18:16:12Z,2
1793,Gandalf,Project a,2012-12-20T18:09:04Z,2012-12-20T19:39:04Z,2
1794,Gandalf,Project c,2012-12-23T14:44:25Z,2012-12-23T18:44:25Z,4
1795,Gandalf,Project c,2012-12-24T13:45:24Z,2012-12-24T19:45:24Z,6
1796,Gandalf,Project a,2012-12-25T07:01:09Z,2012-12-25T09:01:09Z,2
1797,Gandalf,Project b,2012-12-25T11:23:32Z,2012-12-25T12:23:32Z,1
1798,Gandalf,Project a,2012-12-26T09:56:55Z,2012-12-26T12:56:55Z,3
1799,Gandalf,Project a,2012-12-27T03:26:28Z,2012-12-27T06:26:28Z,3
2600,Merry Brandybuck,Project a,2012-01-01T10:00:00Z,2012-01-01T10:31:00Z,1
2601,Merry Brandybuck,Project a,2012-01-01T13:19:37Z,2012-01-01T13:28:37Z,1
2602,Merry Brandybuck,Project a,2012-01-02T12:59:19Z,2012-01-02T13:26:19Z,1
2603,Merry Brandybuck,Project a,2012-01-02T14:11:15Z,2012-01-02T14:24:15Z,1
2604,Merry Brandybuck,Project a,2012-01-04T07:12:00Z,2012-01-04T07:57:00Z,1
2605,Merry Brandybuck,Project a,2012-01-07T22:04:15Z,2012-01-07T23:02:15Z,1
2606,Merry Brandybuck,Project a,2012-01-14T09:28:46Z,2012-01-14T10:27:46Z,1
2607,Merry Brandybuck,Project a,2012-02-12T03:37:47Z,2012-02-12T04:59:47Z,2
2608,Merry Brandybuck,Project a,2012-02-12T06:15:26Z,2012-02-12T06:30:26Z,1
2609,Merry Brandybuck,Project a,2012-02-14T23:49:11Z,2012-02-15T01:15:11Z,2
2610,Merry Brandybuck,Project a,2012-02-15T20:05:56Z,2012-02-15T20:39:56Z,1
2611,Merry Brandybuck,Project a,2012-02-16T18:32:26Z,2012-02-16T18:33:26Z,1
2612,Merry Brandybuck,Project a,2012-02-17T17:09:42Z,2012-02-17T19:19:42Z,3
2613,Merry Brandybuck,Project a,2012-02-21T10:43:12Z,2012-02-21T13:30:12Z,3
2614,Merry Brandybuck,Project a,2012-02-26T20:11:01Z,2012-02-26T20:22:01Z,1
2615,Merry Brandybuck,Project a,2012-02-26T20:59:06Z,2012-02-26T21:00:06Z,1
2616,Merry Brandybuck,Project a,2012-02-26T20:59:10Z,2012-02-26T22:26:10Z,2
2617,Merry Brandybuck,Project a,2012-02-29T16:49:41Z,2012-02-29T17:28:41Z,1
2618,Merry Brandybuck,Project a,2012-03-11T18:51:45Z,2012-03-11T19:12:45Z,1
2619,Merry Brandybuck,Project a,2012-03-13T12:07:25Z,2012-03-13T14:20:25Z,3
2620,Merry Brandybuck,Project a,2012-03-13T14:11:17Z,2012-03-13T14:24:17Z,1
2621,Merry Brandybuck,Project a,2012-03-18T04:56:07Z,2012-03-18T06:07:07Z,2
2622,Merry Brandybuck,Project a,2012-03-18T06:48:50Z,2012-03-18T08:19:50Z,2
2623,Merry Brandybuck,Project a,2012-03-20T03:09:26Z,2012-03-20T05:07:26Z,2
2624,Merry Brandybuck,Project a,2012-03-20T11:17:57Z,2012-03-20T13:35:57Z,3
2625,Merry Brandybuck,Project a,2012-03-21T20:24:10Z,2012-03-21T23:49:10Z,4
2626,Merry Brandybuck,Project a,2012-03-24T17:09:55Z,2012-03-24T20:05:55Z,3
2627,Merry Brandybuck,Project a,2012-03-25T03:40:48Z,2012-03-25T04:40:48Z,1
2628,Merry Brandybuck,Project a,2012-03-30T10:38:10Z,2012-03-30T11:43:10Z,2
2629,Merry Brandybuck,Project a,2012-03-30T11:37:57Z,2012-03-30T14:21:57Z,3
2630,Merry Brandybuck,Project a,2012-04-05T20:18:37Z,2012-04-06T00:42:37Z,5
2631,Merry Brandybuck,Project a,2012-04-09T08:33:21Z,2012-04-09T17:56:21Z,10
2632,Merry Brandybuck,Project a,2012-04-12T09:05:59Z,2012-04-12T11:27:59Z,3
2633,Merry Brandybuck,Project a,2012-04-14T22:17:30Z,2012-04-15T07:59:30Z,10
2634,Merry Brandybuck,Project a,2012-04-15T20:19:43Z,2012-04-16T05:34:43Z,10
2635,Merry Brandybuck,Project a,2012-04-18T19:47:10Z,2012-04-19T01:23:10Z,6
2636,Merry Brandybuck,Project a,2012-04-27T22:04:08Z,2012-04-28T07:22:08Z,10
2637,Merry Brandybuck,Project a,2012-04-28T20:19:20Z,2012-04-28T20:45:20Z,1
2638,Merry Brandybuck,Project a,2012-04-29T03:16:35Z,2012-04-29T04:53:35Z,2
2639,Merry Brandybuck,Project a,2012-05-01T19:15:16Z,2012-05-01T23:32:16Z,5
2640,Merry Brandybuck,Project a,2012-05-04T10:36:51Z,2012-05-04T13:12:51Z,3
2641,Merry Brandybuck,Project a,2012-05-04T13:02:09Z,2012-05-04T14:19:09Z,2
2642,Merry Brandybuck,Project a,2012-05-05T08:52:03Z,2012-05-05T15:34:03Z,7
2643,Merry Brandybuck,Project a,2012-05-11T01:45:31Z,2012-05-11T04:42:31Z,3
2644,Merry Brandybuck,Project a,2012-05-11T04:30:24Z,2012-05-11T05:56:24Z,2
2645,Merry Brandybuck,Project a,2012-05-11T22:11:08Z,2012-05-11T23:19:08Z,2
2646,Merry Brandybuck,Project a,2012-05-11T23:14:21Z,2012-05-12T04:35:21Z,6
2647,Merry Brandybuck,Project a,2012-05-17T10:34:07Z,2012-05-17T13:31:07Z,3
2648,Merry Brandybuck,Project a,2012-05-18T12:15:45Z,2012-05-18T16:23:45Z,5
2649,Merry Brandybuck,Project a,2012-05-24T22:23:37Z,2012-05-25T04:09:37Z,6
2650,Merry Brandybuck,Project a,2012-05-31T08:38:18Z,2012-05-31T14:51:18Z,7
2651,Merry Brandybuck,Project a,2012-06-06T20:20:57Z,2012-06-06T21:10:57Z,1
2652,Merry Brandybuck,Project a,2012-06-06T21:08:14Z,2012-06-06T22:12:14Z,2
2653,Merry Brandybuck,Project a,2012-06-13T08:09:10Z,2012-06-13T15:21:10Z,8
2654,Merry Brandybuck,Project a,2012-06-18T21:58:52Z,2012-06-19T05:50:52Z,8
2655,Merry Brandybuck,Project a,2012-06-25T11:33:48Z,2012-06-25T15:35:48Z,5
2656,Merry Brandybuck,Project a,2012-06-26T05:37:38Z,2012-06-26T13:00:38Z,8
2657,Merry Brandybuck,Project a,2012-07-01T21:00:04Z,2012-07-02T04:39:04Z,8
2658,Merry Brandybuck,Project a,2012-07-02T19:06:55Z,2012-07-03T02:00:55Z,7
2659,Merry Brandybuck,Project a,2012-07-08T08:21:24Z,2012-07-08T16:34:24Z,9
2660,Merry Brandybuck,Project a,2012-07-09T06:01:21Z,2012-07-09T12:49:21Z,7
2661,Merry Brandybuck,Project a,2012-07-14T19:38:05Z,2012-07-15T03:36:05Z,8
2662,Merry Brandybuck,Project a,2012-07-22T08:08:56Z,2012-07-22T13:31:56Z,6
2663,Merry Brandybuck,Project a,2012-07-27T22:22:40Z,2012-07-28T04:01:40Z,6
2664,Merry Brandybuck,Project a,2012-08-04T07:15:41Z,2012-08-04T10:07:41Z,3
2665,Merry Brandybuck,Project a,2012-08-04T09:54:14Z,2012-08-04T11:17:14Z,2
2666,Merry Brandybuck,Project a,2012-08-10T18:05:29Z,2012-08-10T18:38:29Z,1
2667,Merry Brandybuck,Project a,2012-08-17T07:09:44Z,2012-08-17T12:38:44Z,6
2668,Merry Brandybuck,Project a,2012-09-05T19:03:08Z,2012-09-05T21:50:08Z,3
2669,Merry Brandybuck,Project a,2012-09-12T06:21:40Z,2012-09-12T08:13:40Z,2
2670,Merry Brandybuck,Project a,2012-09-12T08:05:21Z,2012-09-12T08:56:21Z,1
2671,Merry Brandybuck,Project a,2012-09-18T18:22:52Z,2012-09-18T23:46:52Z,6
2672,Merry Brandybuck,Project a,2012-09-25T06:03:40Z,2012-09-25T12:24:40Z,7
2673,Merry Brandybuck,Project a,2012-09-30T23:07:02Z,2012-10-01T02:04:02Z,3
2674,Merry Brandybuck,Project a,2012-10-12T23:31:26Z,2012-10-12T23:39:26Z,1
2675,Merry Brandybuck,Project a,2012-10-20T11:59:22Z,2012-10-20T14:02:22Z,3
2676,Merry Brandybuck,Project a,2012-11-02T06:30:21Z,2012-11-02T12:59:21Z,7
2677,Merry Brandybuck,Project a,2012-11-15T06:05:51Z,2012-11-15T10:12:51Z,5
2678,Merry Brandybuck,Project a,2012-11-15T09:55:07Z,2012-11-15T11:05:07Z,2
2679,Merry Brandybuck,Project a,2012-11-18T23:23:54Z,2012-11-19T00:28:54Z,2
2680,Merry Brandybuck,Project a,2012-11-19T00:24:38Z,2012-11-19T03:12:38Z,3
2681,Merry Brandybuck,Project c,2012-11-19T03:00:51Z,2012-11-19T03:53:51Z,1
2682,Merry Brandybuck,Project c,2012-11-21T16:09:18Z,2012-11-21T18:22:18Z,3
2683,Merry Brandybuck,Project a,2012-11-21T18:11:49Z,2012-11-21T18:52:49Z,1
2684,Merry Brandybuck,Project c,2012-11-21T18:48:59Z,2012-11-22T00:03:59Z,6
2685,Merry Brandybuck,Project c,2012-11-22T18:17:46Z,2012-11-22T22:23:46Z,5
2686,Merry Brandybuck,Project c,2012-11-25T13:24:08Z,2012-11-25T18:08:08Z,5
2687,Merry Brandybuck,Project c,2012-11-28T07:23:32Z,2012-11-28T12:11:32Z,5
2688,Merry Brandybuck,Project a,2012-12-02T01:08:38Z,2012-12-02T04:08:38Z,3
2689,Merry Brandybuck,Project c,2012-12-05T14:07:25Z,2012-12-05T22:12:25Z,9
2690,Merry Brandybuck,Project c,2012-12-08T14:38:37Z,2012-12-08T16:41:37Z,3
2691,Merry Brandybuck,Project c,2012-12-11T07:00:53Z,2012-12-11T12:04:53Z,6
2692,Merry Brandybuck,Project c,2012-12-12T02:05:49Z,2012-12-12T10:14:49Z,9
2693,Merry Brandybuck,Project c,2012-12-18T15:07:49Z,2012-12-18T21:26:49Z,7
2694,Merry Brandybuck,Project a,2012-12-21T12:28:39Z,2012-12-21T16:04:39Z,4
2695,Merry Brandybuck,Project c,2012-12-21T15:48:33Z,2012-12-21T16:16:33Z,1
2696,Merry Brandybuck,Project c,2012-12-24T03:40:58Z,2012-12-24T08:36:58Z,5
2697,Merry Brandybuck,Project a,2012-12-28T00:11:18Z,2012-12-28T00:57:18Z,1
2698,Merry Brandybuck,Project c,2012-12-28T02:01:05Z,2012-12-28T04:27:05Z,3
2699,Merry Brandybuck,Project c,2012-12-31T12:12:35Z,2012-12-31T17:21:35Z,6
3200,Pippin Took,Project a,2012-01-01T10:00:00Z,2012-01-01T11:00:00Z,1
3201,Pippin Took,Project a,2012-01-04T20:55:48Z,2012-01-04T21:55:48Z,1
3202,Pippin Took,Project a,2012-01-13T08:19:16Z,2012-01-13T09:19:16Z,1
3203,Pippin Took,Project a,2012-01-19T07:10:45Z,2012-01-19T08:10:45Z,1
3204,Pippin Took,Project a,2012-01-20T14:39:23Z,2012-01-20T15:39:23Z,1
3205,Pippin Took,Project a,2012-01-30T07:06:11Z,2012-01-30T08:06:11Z,1
3206,Pippin Took,Project a,2012-02-07T18:29:39Z,2012-02-07T19:29:39Z,1
3207,Pippin Took,Project a,2012-02-24T17:16:34Z,2012-02-24T18:16:34Z,1
3208,Pippin Took,Project a,2012-03-04T04:40:02Z,2012-03-04T05:40:02Z,1
3209,Pippin Took,Project a,2012-03-12T16:03:30Z,2012-03-12T17:03:30Z,1
3210,Pippin Took,Project a,2012-03-22T10:55:35Z,2012-03-22T11:55:35Z,1
3211,Pippin Took,Project a,2012-03-23T13:33:39Z,2012-03-23T15:03:39Z,2
3212,Pippin Took,Project a,2012-03-23T19:36:51Z,2012-03-23T21:36:51Z,2
3213,Pippin Took,Project a,2012-03-29T14:50:25Z,2012-03-29T15:50:25Z,1
3214,Pippin Took,Project a,2012-04-07T01:01:14Z,2012-04-07T03:01:14Z,2
3215,Pippin Took,Project a,2012-04-15T12:24:42Z,2012-04-15T14:24:42Z,2
3216,Pippin Took,Project a,2012-04-15T15:25:05Z,2012-04-15T17:25:05Z,2
3217,Pippin Took,Project a,2012-04-22T18:37:32Z,2012-04-22T20:37:32Z,2
3218,Pippin Took,Project a,2012-04-23T23:48:09Z,2012-04-24T01:48:09Z,2
3219,Pippin Took,Project a,2012-05-03T15:48:20Z,2012-05-03T17:18:20Z,2
3220,Pippin Took,Project a,2012-05-03T18:03:56Z,2012-05-03T18:38:56Z,1
3221,Pippin Took,Project a,2012-05-07T13:56:04Z,2012-05-07T14:06:04Z,1
3222,Pippin Took,Project a,2012-05-07T14:04:32Z,2012-05-07T15:34:32Z,2
3223,Pippin Took,Project a,2012-05-10T23:47:43Z,2012-05-11T00:47:43Z,1
3224,Pippin Took,Project a,2012-05-12T09:06:31Z,2012-05-12T09:16:31Z,1
3225,Pippin Took,Project a,2012-05-17T08:20:19Z,2012-05-17T11:05:19Z,3
3226,Pippin Took,Project a,2012-05-19T08:45:54Z,2012-05-19T09:45:54Z,1
3227,Pippin Took,Project a,2012-05-19T09:58:32Z,2012-05-19T11:58:32Z,2
3228,Pippin Took,Project a,2012-05-20T18:03:29Z,2012-05-20T19:33:29Z,2
3229,Pippin Took,Project a,2012-05-22T02:48:23Z,2012-05-22T03:48:23Z,1
3230,Pippin Took,Project a,2012-05-22T23:55:57Z,2012-05-23T00:55:57Z,1
3231,Pippin Took,Project a,2012-05-23T06:35:28Z,2012-05-23T08:05:28Z,2
3232,Pippin Took,Project a,2012-05-24T04:59:18Z,2012-05-24T05:59:18Z,1
3233,Pippin Took,Project a,2012-05-25T09:26:20Z,2012-05-25T12:26:20Z,3
3234,Pippin Took,Project a,2012-05-25T13:40:34Z,2012-05-25T17:40:34Z,4
3235,Pippin Took,Project a,2012-05-26T19:56:34Z,2012-05-26T21:26:34Z,2
3236,Pippin Took,Project a,2012-05-28T02:19:49Z,2012-05-28T03:34:49Z,2
3237,Pippin Took,Project a,2012-05-31T13:44:42Z,2012-05-31T16:14:42Z,3
3238,Pippin Took,Project a,2012-06-02T01:40:53Z,2012-06-02T04:55:53Z,4
3239,Pippin Took,Project a,2012-06-04T03:05:47Z,2012-06-04T05:05:47Z,2
3240,Pippin Took,Project a,2012-06-04T04:54:45Z,2012-06-04T05:54:45Z,1
3241,Pippin Took,Project a,2012-06-05T08:45:28Z,2012-06-05T10:45:28Z,2
3242,Pippin Took,Project a,2012-06-09T02:20:48Z,2012-06-09T04:50:48Z,3
3243,Pippin Took,Project a,2012-06-27T04:58:26Z,2012-06-27T06:28:26Z,2
3244,Pippin Took,Project a,2012-06-30T17:06:53Z,2012-06-30T20:36:53Z,4
3245,Pippin Took,Project a,2012-07-07T00:12:57Z,2012-07-07T02:12:57Z,2
3246,Pippin Took,Project a,2012-07-08T06:06:30Z,2012-07-08T07:36:30Z,2
3247,Pippin Took,Project a,2012-07-09T12:45:30Z,2012-07-09T13:45:30Z,1
3248,Pippin Took,Project a,2012-07-16T16:39:07Z,2012-07-16T17:39:07Z,1
3249,Pippin Took,Project a,2012-08-03T16:29:41Z,2012-08-03T19:29:41Z,3
3250,Pippin Took,Project a,2012-08-08T14:32:03Z,2012-08-08T16:02:03Z,2
3251,Pippin Took,Project a,2012-08-09T17:46:26Z,2012-08-10T01:46:26Z,8
3252,Pippin Took,Project a,2012-08-18T05:46:13Z,2012-08-18T08:16:13Z,3
3253,Pippin Took,Project a,2012-08-19T16:16:27Z,2012-08-19T17:16:27Z,1
3254,Pippin Took,Project a,2012-08-19T18:41:44Z,2012-08-19T21:11:44Z,3
3255,Pippin Took,Project a,2012-08-20T16:29:15Z,2012-08-20T21:29:15Z,5
3256,Pippin Took,Project a,2012-08-24T07:39:18Z,2012-08-24T12:39:18Z,5
3257,Pippin Took,Project a,2012-08-26T16:33:22Z,2012-08-27T01:33:22Z,9
3258,Pippin Took,Project a,2012-08-28T01:14:38Z,2012-08-28T05:14:38Z,4
3259,Pippin Took,Project a,2012-08-31T13:23:05Z,2012-08-31T14:38:05Z,2
3260,Pippin Took,Project a,2012-09-01T18:26:26Z,2012-09-01T20:56:26Z,3
3261,Pippin Took,Project a,2012-09-01T22:40:41Z,2012-09-02T00:06:41Z,2
3262,Pippin Took,Project a,2012-09-02T04:47:30Z,2012-09-02T05:48:30Z,2
3263,Pippin Took,Project a,2012-09-03T00:42:26Z,2012-09-03T02:12:26Z,2
3264,Pippin Took,Project a,2012-09-05T10:12:49Z,2012-09-05T11:42:49Z,2
3265,Pippin Took,Project a,2012-09-18T15:48:37Z,2012-09-18T22:28:37Z,7
3266,Pippin Took,Project a,2012-09-21T03:20:04Z,2012-09-21T11:20:04Z,8
3267,Pippin Took,Project a,2012-09-22T07:10:47Z,2012-09-22T09:40:47Z,3
3268,Pippin Took,Project a,2012-09-23T18:17:20Z,2012-09-23T21:47:20Z,4
3269,Pippin Took,Project a,2012-09-27T08:14:44Z,2012-09-27T13:14:44Z,5
3270,Pippin Took,Project a,2012-09-29T18:57:46Z,2012-09-29T19:57:46Z,1
3271,Pippin Took,Project a,2012-09-29T20:10:24Z,2012-09-29T22:10:24Z,2
3272,Pippin Took,Project a,2012-10-02T00:50:14Z,2012-10-02T06:20:14Z,6
3273,Pippin Took,Project a,2012-10-04T11:33:15Z,2012-10-04T17:33:15Z,6
3274,Pippin Took,Project a,2012-10-05T14:47:39Z,2012-10-05T18:17:39Z,4
3275,Pippin Took,Project a,2012-10-05T20:50:50Z,2012-10-05T22:50:50Z,2
3276,Pippin Took,Project a,2012-10-06T19:51:00Z,2012-10-06T22:51:00Z,3
3277,Pippin Took,Project a,2012-10-07T03:06:50Z,2012-10-07T03:51:50Z,1
3278,Pippin Took,Project a,2012-10-08T01:30:40Z,2012-10-08T04:30:40Z,3
3279,Pippin Took,Project a,2012-10-08T06:21:13Z,2012-10-08T08:21:13Z,2
3280,Pippin Took,Project a,2012-10-10T11:37:22Z,2012-10-10T15:37:22Z,4
3281,Pippin Took,Project a,2012-10-14T02:11:06Z,2012-10-14T06:11:06Z,4
3282,Pippin Took,Project a,2012-10-16T12:17:48Z,2012-10-16T20:17:48Z,8
3283,Pippin Took,Project a,2012-10-24T00:04:48Z,2012-10-24T02:04:48Z,2
3284,Pippin Took,Project a,2012-10-24T23:41:16Z,2012-10-25T03:11:16Z,4
3285,Pippin Took,Project a,2012-10-27T11:00:37Z,2012-10-27T16:00:37Z,5
3286,Pippin Took,Project a,2012-10-31T00:58:01Z,2012-10-31T07:58:01Z,7
3287,Pippin Took,Project a,2012-11-02T11:04:44Z,2012-11-02T18:04:44Z,7
3288,Pippin Took,Project a,2012-11-09T17:24:50Z,2012-11-09T23:54:50Z,7
3289,Pippin Took,Project a,2012-11-10T22:28:11Z,2012-11-11T06:28:11Z,8
3290,Pippin Took,Project a,2012-11-19T09:51:39Z,2012-11-19T16:51:39Z,7
3291,Pippin Took,Project a,2012-11-20T14:55:00Z,2012-11-20T22:55:00Z,8
3292,Pippin Took,Project a,2012-11-21T19:58:21Z,2012-11-22T03:58:21Z,8
3293,Pippin Took,Project a,2012-11-25T10:32:05Z,2012-11-25T18:32:05Z,8
3294,Pippin Took,Project a,2012-11-27T20:38:47Z,2012-11-28T00:26:47Z,4
3295,Pippin Took,Project a,2012-12-13T14:22:22Z,2012-12-13T22:22:22Z,8
3296,Pippin Took,Project a,2012-12-14T19:25:43Z,2012-12-15T03:25:43Z,8
3297,Pippin Took,Project a,2012-12-23T06:49:10Z,2012-12-23T13:49:10Z,7
3298,Pippin Took,Project a,2012-12-24T11:52:31Z,2012-12-24T18:52:31Z,7
3299,Pippin Took,Project a,2012-12-25T16:55:52Z,2012-12-26T00:55:52Z,8
